Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
1304,925,1508,1193,1588,709,56
1374,51,1178,1702,801,0,44
1389,410,1460,1348,915,0,64
1416,2388,1231,1365,1142,195,66
1354,456,1493,1181,559,433,53
690,29,1333,1269,1187,0,33
1430,902,1172,1042,993,1,56
692,664,2206,1215,1334,632,68
1342,1288,1178,378,1229,0,41
1370,488,1366,743,1523,0,49
1347,292,1504,1121,1013,678,68
1321,191,1511,1216,854,0,51
1360,82,1254,1316,1182,0,67
1314,201,3956,830,1810,656,38
1314,747,1864,1319,904,1,49
680,5,1450,839,645,1101,50
1420,87,2445,1862,1368,0,69
1367,861,1181,470,1172,133,52
1389,360,2095,840,2006,0,48
1337,533,2372,1235,814,178,38
1402,329,2145,1560,1342,0,72
1380,985,1038,1390,874,0,67
1393,309,1032,1512,1578,0,72
1386,35,1192,1312,940,0,45
1042,95,2475,1279,1372,699,41
1416,196,953,1470,1408,0,53
1373,1976,1493,1508,1649,21,79
1368,1287,1681,1184,1434,378,44
1420,-9,1609,1768,1500,41,75
1364,1436,1589,2007,1486,29,69
1404,65,2242,1678,1160,0,78
1355,670,2002,1159,1312,0,62
1417,43,1291,1795,1189,0,68
688,613,2958,1126,1066,191,36
1421,14,1982,572,1116,596,73
655,658,1231,848,1485,660,44
1362,755,2422,1496,795,21,58
1334,226,1841,1269,1145,83,50
1349,2037,2229,818,1095,402,66
1391,1913,813,1444,681,0,39
1379,1084,1641,942,876,173,48
1370,-6,1219,1428,1856,0,66
1410,657,2909,422,989,30,35
1352,1504,2418,1128,1530,649,63
1407,744,2626,874,1021,134,62
1373,194,2131,1229,1146,33,72
1402,1113,2093,842,1048,0,59
1419,1163,2069,1086,1324,29,68
1369,1421,1177,1466,842,0,37
1403,1569,1714,856,1098,0,80
1377,252,1679,1336,1132,0,62
1340,364,1661,1168,1750,0,47
1419,261,2133,965,1056,0,61
1400,789,1534,1856,967,0,57
1401,313,2674,1780,1348,130,74
1360,620,2648,306,668,0,52
1427,1529,1222,1667,1260,0,80
1379,524,1368,1260,892,81,48
1385,177,2436,1687,571,0,53
1334,568,928,984,705,0,45
1405,2525,1460,1308,1063,249,80
1386,115,2267,1376,1097,398,78
1345,49,1097,784,1671,0,51
1408,1898,1877,932,1330,251,75
694,999,2745,1712,1500,0,73
1346,82,890,859,1296,0,44
1389,986,1106,1299,927,0,38
1413,89,1628,1676,1403,0,72
1322,309,1960,786,698,492,43
1362,365,2372,293,645,0,56
1407,2623,2070,519,1074,168,72
1422,1089,1161,1434,1232,0,74
1386,188,2285,1764,1374,23,71
1400,1649,1276,790,1257,0,74
1331,1034,2736,1736,1582,386,79
1357,1356,1336,1525,815,430,34
1384,887,692,1425,976,0,64
969,1037,3128,1109,1090,3,60
713,503,2835,784,1330,0,59
666,170,3199,309,806,0,26
1385,983,1367,622,1773,0,49
1357,1085,1831,1787,1446,149,69
1423,1167,1753,1504,1352,0,81
706,327,1369,1199,852,723,64
676,246,1917,1280,1366,134,68
685,383,2309,1258,1215,336,37
1366,849,1593,400,616,563,60
1394,535,2395,1760,1023,0,34
1422,1069,2231,1612,1123,0,65
1381,10,2530,1037,677,0,32
1382,602,1334,1811,809,0,47
1314,50,1671,637,1658,327,42
1388,624,1601,1543,1497,0,81
1377,654,1150,1369,1495,1,55
676,87,3031,424,1427,0,28
1404,379,1476,764,624,0,46
1387,41,2217,411,602,0,48
1385,463,1621,1884,1240,335,74
1400,59,1775,844,901,0,54
1384,200,1294,1332,1068,381,49
1399,515,1028,1083,555,489,66
1425,492,1549,1785,1541,0,62
1361,1373,2326,374,1256,0,42
679,152,1625,1661,1110,0,53
1376,2193,2241,1861,942,0,31
1366,10,1366,1393,1801,0,63
676,1029,1938,1031,1062,274,33
1422,477,2142,2066,1761,0,70
1374,971,1260,1157,877,0,72
1390,291,2631,1754,1353,0,73
1404,429,1375,709,932,0,76
680,236,1624,1256,1341,0,29
1352,187,872,1035,650,884,51
675,1394,2590,1158,1017,0,35
1424,674,1593,1165,1028,105,59
1357,809,1494,1522,1700,1,80
1304,801,830,970,1115,387,56
1404,471,1729,1636,1043,0,65
1393,96,1112,1429,1641,0,30
1367,245,1673,1288,1102,295,69
1388,1821,1046,1767,926,0,56
1388,2625,1157,1486,684,105,29
1363,24,1904,1691,1404,115,87
1339,193,1457,1658,1523,152,62
1354,350,3866,452,1537,140,49
1389,1899,1166,1363,1034,0,68
1386,595,1883,1809,1836,411,65
1352,1022,932,746,833,7,40
1367,784,964,1797,1096,0,55
1419,1426,1699,1545,1436,104,84
1385,40,2220,368,587,38,48
1361,1497,1932,1735,1324,92,67
1326,16,2336,1066,1725,448,47
1275,503,1498,1135,1692,691,54
1390,632,2309,1167,1610,410,74
1428,997,1655,1109,1174,412,54
1419,1524,1594,1488,1114,10,68
1397,467,1438,1197,1058,0,71
1378,17,1899,461,659,0,51
702,375,1519,1391,768,0,54
1305,849,2782,448,748,576,55
1379,40,1141,1679,841,0,49
1377,355,3652,402,1468,25,30
1359,2,1080,1438,1618,530,53
1422,196,1856,715,1137,0,77
1392,636,3480,1889,1052,1,48
1421,65,2057,1752,1501,283,72
1405,634,2624,428,946,0,38
1401,153,1294,1250,740,0,36
1367,832,1500,1064,873,143,46
1360,27,2764,304,942,114,29
1382,956,1100,1253,807,0,36
1373,857,1641,1657,745,0,56
1386,1157,3096,291,406,0,30
1368,292,1145,1010,862,1,48
669,405,2777,1261,1178,103,38
1389,359,2112,787,1453,144,77
1378,706,2521,433,660,0,60
1350,457,1813,956,677,505,50
1398,616,1198,913,1534,0,68
1390,450,1502,533,1408,0,43
1346,130,1340,1655,1187,324,58
1387,857,2662,1109,1324,124,55
1363,37,822,1121,1857,0,49
1332,595,1199,1523,1109,1230,74
671,285,3337,465,1050,288,38
1394,481,2096,1687,1055,147,46
1380,1121,1989,1092,1289,0,40
686,693,1688,1116,789,197,51
1364,183,2784,369,1701,0,24
1354,1932,1206,968,1068,15,53
1378,749,2323,1161,626,1,67
1375,24,791,1330,1357,454,53
1403,1089,1705,1703,922,199,58
1388,43,1837,1518,1692,0,56
672,1553,3660,781,1355,397,66
1365,240,975,799,682,665,30
1336,688,1109,1177,818,877,44
1371,1054,1817,1864,2126,78,65
1357,314,2149,1005,719,150,51
1337,1119,1196,229,405,1073,58
1417,561,1068,1721,998,601,75
1333,1812,1843,612,1461,232,70
1364,729,1900,442,1447,0,49
1429,880,1143,823,700,0,59
1418,859,1000,781,671,0,36
1390,2454,1543,1028,1320,27,40
1407,121,1971,859,1108,0,77
1423,299,1455,1752,1380,0,67
1407,1145,1838,1656,1131,0,61
1350,353,2198,1213,1381,607,41
1413,379,1181,480,1358,0,55
1368,265,1884,1289,1270,31,59
1348,998,1743,1269,1574,7,63
1384,782,1591,1630,1622,5,64
1335,869,945,1272,669,0,51
1321,869,2076,1784,975,224,52
1420,380,1140,1294,1183,296,66
1379,73,2845,1094,609,0,53
1372,1298,832,433,828,0,56
1342,1409,1037,1251,1279,625,48
1375,345,1229,1412,957,0,67
1403,-3,1909,919,991,0,58
1364,648,1681,1195,1214,150,45
1382,629,1851,1989,1733,0,45
1403,417,1772,1711,1003,0,62
1418,1167,1516,1757,1165,0,73
1316,642,1233,1028,858,342,55
688,293,1578,1235,1121,16,68
1350,1035,1353,1564,702,149,45
1418,168,1109,1477,1409,1,59
1363,93,1626,1388,1196,384,49
1378,554,3357,300,931,243,36
1381,580,1120,1664,1072,0,58
1351,452,1577,796,697,371,45
1376,593,1862,1969,1850,0,63
1384,2165,2223,1824,869,0,57
1378,85,1693,1194,1250,224,43
1371,1924,1640,752,1189,0,51
1299,825,1468,1037,827,313,33
1333,260,1577,857,929,905,48
705,830,1245,1312,1093,113,74
1414,816,1166,1313,1480,0,74
1412,24,929,1584,1267,0,68
1395,1577,1009,1599,1239,0,79
1339,120,1271,399,1789,316,49
1364,438,1477,1043,1062,0,36
1364,1078,1597,1557,735,48,32
1416,1307,632,950,1062,0,47
1369,1177,1149,1228,1587,0,62
1406,1080,2691,916,942,289,60
701,1532,1775,968,1229,0,68
1386,1207,1046,1803,949,392,55
1376,1531,925,1000,1088,0,35
1323,290,2197,1276,1032,0,32
672,758,1695,390,502,0,45
1385,1115,2061,1615,849,0,54
1421,340,910,1589,1092,0,61
638,295,3301,373,853,620,34
1365,122,958,1197,1311,607,46
1374,146,2597,473,633,54,61
1329,2416,2049,421,591,723,51
1413,630,1558,407,1409,0,60
1368,352,706,939,1448,653,45
1325,596,992,1068,839,1,47
1290,701,1137,1168,983,80,52
689,2118,1497,292,829,3,37
709,818,2884,998,1283,0,76
1410,1342,2451,1191,1598,0,73
1191,933,2850,1068,1137,451,80
1313,115,1631,623,1650,538,41
1345,333,2016,1336,1234,58,63
687,402,2287,1280,1245,421,69
1427,655,1217,1031,1007,625,59
1398,64,1398,1114,1150,0,81
1341,1060,688,789,826,0,35
1387,647,1566,1525,1244,0,84
1337,333,1553,1183,1589,0,53
1391,1727,2729,1492,760,57,58
1376,202,1569,1145,1202,0,63
1345,1520,1890,638,597,400,47
1312,240,1539,1339,767,0,52
1349,120,1844,920,1724,0,48
1377,366,733,1091,1556,0,61
1372,363,2100,1058,1210,294,40
1393,1763,2645,1780,1439,0,76
1382,108,1805,2013,1796,0,41
1377,83,1555,1665,1606,0,65
1390,1217,1962,1110,1334,0,56
1363,2075,1480,1009,703,0,29
1393,128,2270,1078,1322,620,61
1363,724,2860,800,1360,569,65
1381,1542,824,1102,1605,13,65
692,358,2729,1147,1190,77,42
1370,158,1564,1575,1167,0,59
1395,555,2219,918,548,47,65
1389,351,1532,1449,2170,51,57
1334,333,1438,889,1600,226,51
1333,58,1004,1276,1109,549,59
1329,529,2079,1283,1778,647,50
1386,241,1445,1305,1153,0,38
1387,905,1311,774,1044,224,60
685,93,2294,1282,999,679,49
1297,168,1636,648,687,776,47
1390,146,1343,950,1122,0,56
1391,1661,2424,881,1987,0,49
1407,346,1453,1424,949,0,30
1390,168,3412,748,1618,0,82
1368,1243,1575,1598,1080,0,73
667,1839,3028,476,1791,14,28
1298,1528,541,887,1066,0,56
1425,826,1374,904,599,0,51
1425,1226,1096,659,1035,147,68
1243,798,1245,1170,743,909,52
1422,169,1875,615,1484,708,60
1408,1540,1720,397,605,59,48
1423,194,2339,551,1131,428,60
1394,1354,1355,1706,891,0,58
1287,261,982,1090,871,641,45
1402,491,2208,1183,1059,0,72
1420,555,1120,1447,1080,0,62
1376,454,1743,1424,1662,48,65
678,195,2260,1555,1094,0,53
1359,93,1877,1330,1056,741,64
652,483,1258,1265,1075,34,43
1359,597,1501,1017,960,0,30
1373,1567,2611,1708,1150,4,84
1392,326,1697,621,1718,1,44
1380,1254,1096,1526,739,0,31
1397,280,2345,1244,1413,90,67
1396,1941,1310,1310,951,0,50
1408,89,1515,1661,1271,415,68
1390,905,1859,2015,1951,0,62
1383,563,1333,1655,894,71,43
1400,862,2539,1430,946,0,65
1296,749,1251,1231,898,540,43
1405,9,2338,1869,1608,0,57
1391,461,2204,635,1566,13,54
1410,618,1809,1375,867,0,31
697,809,908,652,1432,0,46
652,632,1698,1172,1128,730,38
1376,221,1823,398,1114,564,60
1384,1951,2402,1829,895,0,58
1378,1159,969,1430,1233,0,68
1367,1036,2584,387,1128,0,26
709,1194,3192,682,901,49,68
1329,365,1060,1217,861,64,49
1397,957,2014,1575,861,0,48
1364,1796,1849,1186,1365,0,45
1318,468,1888,1181,1724,606,52
702,23,1838,1149,1274,0,63
1420,995,2052,551,906,0,59
1389,1259,1082,1917,2365,18,57
1403,277,1639,1409,1196,145,60
1406,637,969,1237,1272,0,47
1414,1927,1876,917,1338,0,80
1371,2335,1371,1243,896,0,65
1382,412,1814,1622,1430,14,68
1345,678,1796,1332,1011,7,32
1422,1393,1734,1758,1259,8,73
1392,249,2140,1823,1494,128,74
1395,200,1117,967,1027,690,29
1381,282,1216,1577,747,0,40
1357,625,2000,1723,1014,0,50
1346,469,1690,1218,852,0,33
1378,1885,1013,1245,791,0,30
676,139,3118,400,1284,0,23
1369,285,1337,1252,1179,0,63
1415,1255,1758,1758,1247,307,68
1402,2411,1971,1790,1267,0,80
1425,731,1101,1581,910,0,56
677,625,3212,499,1439,102,35
679,175,1762,1269,889,114,52
1342,1197,1182,1504,1309,715,73
684,1077,1956,254,972,0,53
1332,769,1257,1166,871,389,49
1382,18,1706,1159,820,85,53
1372,1873,1851,1800,1204,370,71
1353,27,1336,917,1676,40,38
1372,740,911,1267,1425,0,58
1367,259,2015,1080,1316,267,61
1363,1614,2079,1178,1154,0,59
1382,2230,1032,1541,745,29,42
1422,298,1068,1599,971,0,62
708,457,3189,432,571,560,69
1403,1841,3104,479,919,58,62
1396,72,1556,1500,1363,0,69
697,546,1145,805,1351,211,45
1411,2301,1856,1385,1133,31,78
1421,1283,1172,1422,1140,529,69
1359,1173,1174,1307,1422,0,51
1366,266,1686,1531,1665,110,75
1385,325,2084,554,1001,631,37
1421,468,1077,1328,1051,4,65
1361,467,1121,1027,1164,0,52
1383,1288,1781,1731,1064,0,57
672,54,3105,420,1365,0,28
1337,613,1768,1267,1283,195,59
1382,2593,1182,1494,790,0,35
696,356,3283,406,904,0,45
1412,2544,2015,1513,1102,63,78
1387,127,1682,1124,1584,5,70
1408,1497,2944,1681,986,0,74
1375,564,1970,1896,2009,184,56
1410,170,1599,1087,683,20,47
1400,277,1141,1280,1012,329,53
1354,1227,3291,367,1423,89,51
1350,169,1367,1240,1852,117,43
660,66,2803,328,906,638,29
695,1190,1820,525,992,13,39
1399,1555,2080,1279,758,51,27
709,577,3071,445,964,345,69
1388,83,1782,1328,1209,0,62
1347,164,1580,380,1652,575,45
1375,452,3199,469,1552,6,44
1359,2417,1599,1763,1134,292,43
710,2250,2765,682,998,0,61
1398,89,2908,1892,972,26,60
1365,109,1380,360,491,660,51
1392,1993,2167,442,590,0,33
1381,129,1641,610,1462,0,47
1425,1132,1525,1359,1654,0,58
1360,116,1452,614,1568,679,44
697,103,3374,534,949,268,43
663,842,3300,474,1144,451,35
1413,427,1643,1123,920,0,48
1422,138,1260,1636,1152,0,63
1375,855,1835,1477,1072,359,81
705,1395,3241,931,1212,662,73
1411,599,2271,963,1057,0,63
1423,997,2046,1897,1644,0,47
1397,477,2557,1634,1001,0,49
1415,1650,1528,484,967,0,60
1362,453,2000,975,1082,171,32
672,42,1695,998,941,1109,35
1370,1136,1016,1616,1097,0,59
663,64,1907,1091,1002,733,56
673,232,1375,778,1168,689,61
665,1579,1928,1291,1286,528,54
1373,156,1075,838,920,625,66
693,817,3502,567,1097,83,45
1347,292,1504,1121,1013,678,68
1254,352,1350,1181,760,465,30
1198,1357,1398,1374,1062,0,71
672,1210,1978,385,452,238,48
1391,791,2603,1704,1289,8,81
1390,312,1938,1905,2137,14,61
1379,747,1792,1352,1494,0,58
1395,287,1268,1904,1738,447,42
1358,28,1920,1050,1207,671,61
1395,1192,1405,1747,880,118,47
1360,820,1730,1505,1145,656,79
1380,48,1389,1692,856,97,59
1390,791,1684,1336,1040,70,63
1346,781,1329,778,1647,0,43
1390,407,3823,410,725,16,37
679,948,3086,414,1356,0,22
656,206,3527,501,2010,373,51
1414,1610,912,1364,1159,0,63
1404,869,1708,957,1120,0,70
1368,469,1274,1096,972,0,44
1373,177,1370,1252,981,0,67
1405,135,2307,983,1007,0,46
1427,1568,1428,1140,836,4,63
1293,33,935,1183,676,948,44
1394,98,2131,1402,1102,111,62
700,1850,2643,487,881,322,37
1422,260,1253,1594,1297,0,62
666,150,1132,1248,886,0,48
1288,1040,969,1009,860,795,52
1408,235,2765,1820,1374,0,86
1383,993,835,1072,1459,0,66
1390,370,1635,1539,1511,0,81
686,497,1576,1150,838,0,49
1396,711,1112,1504,1927,0,60
1353,68,2737,685,650,2,46
1369,382,1681,850,1254,35,59
1205,1662,787,1345,1169,509,60
1404,1525,2985,1072,741,238,66
702,886,1660,1562,1466,0,75
684,-1,3500,501,1846,0,30
679,409,1487,1287,717,0,51
1375,889,1871,1787,1058,0,57
692,327,2435,1222,1147,443,39
1388,390,1577,1231,1119,0,50
1407,36,2457,659,1052,586,36
648,405,1368,1199,998,1195,55
1399,1892,1701,1561,1045,0,81
1409,245,1582,390,784,227,47
1376,2006,835,1055,1262,52,66
706,1507,2298,1046,1229,0,57
1417,507,1397,408,929,0,69
1341,1496,3173,407,1639,222,50
1332,89,1392,1055,758,495,40
1374,641,1163,1250,1288,183,64
1382,2120,2382,1787,1370,0,46
1352,92,1898,1029,917,0,30
1377,117,2792,972,1706,0,50
683,579,3264,481,1930,147,28
1397,1178,1218,1232,627,559,45
695,361,2689,538,1132,222,34
1334,466,1107,1022,802,375,52
1399,520,925,921,526,571,66
704,328,2010,1124,1338,0,58
1425,975,1444,1130,1213,0,64
1384,1204,1018,1554,899,0,41
1317,175,1684,964,1737,634,57
1425,136,2561,1490,1314,0,82
1374,946,1535,1531,1617,155,75
1361,28,1291,1306,882,0,56
1428,1655,1577,1851,1914,0,62
1403,2247,2267,1570,963,133,49
707,495,3029,716,1311,0,71
1420,282,1858,1037,1686,0,63
1367,1596,994,520,1268,624,49
1393,1821,2873,1444,1364,0,75
1409,1145,777,838,934,788,63
1395,407,2180,609,1786,0,45
1411,1356,2155,1643,1132,0,82
691,1285,2133,1141,1151,0,64
1409,584,2723,1674,1317,0,72
1351,186,1700,1315,1530,131,78
1354,257,2343,1313,687,0,32
1377,458,1221,865,944,0,40
1418,2204,1429,875,1469,0,76
1395,2490,2289,1157,1236,0,75
1388,1000,1125,1078,1136,171,32
1426,390,2548,1334,1546,0,69
1387,34,2151,1679,1511,174,55
1377,1795,1294,1127,1384,556,65
1428,759,1475,1366,1594,0,59
1377,27,1433,1413,882,0,67
1377,259,1197,1252,840,0,46
1356,989,1746,1357,1245,20,62
1307,627,1650,1207,862,425,46
1391,931,1442,243,653,0,26
1375,1873,2450,1862,1026,0,31
1407,292,1512,1502,1374,0,82
703,1012,3416,424,774,272,37
1383,988,2298,976,1038,0,42
1402,630,1627,1413,827,24,49
690,143,3244,1238,1223,0,63
1417,379,1351,828,1127,0,65
1376,160,2255,1265,1478,0,40
1360,2078,1835,1285,1153,547,61
1343,521,1648,400,1683,0,32
1405,411,2646,847,900,0,55
1418,83,1544,1685,1522,0,65
1304,19,2244,1094,1714,393,45
1400,154,1651,919,1417,0,67
1405,2339,986,1728,948,0,67
1397,908,2316,1694,936,0,69
1392,486,1313,1244,901,100,55
1378,126,1077,1779,807,0,56
702,170,965,841,666,337,49
1359,440,804,850,1450,0,47
979,180,1147,1186,862,354,59
1393,1608,1429,1554,1123,0,79
1368,2241,927,394,1028,425,42
1414,544,1392,1015,1037,0,33
1279,332,1423,999,919,942,35
1378,678,1628,1470,1487,491,57
692,924,1747,1109,777,441,30
1425,1481,1734,971,1181,76,48
1385,58,1313,1115,802,0,51
1386,1770,1194,1141,774,0,43
1361,1800,2280,859,933,75,33
1388,1245,2295,1697,1455,166,63
1321,546,2125,1236,1460,61,43
1413,605,1627,960,1142,0,67
1406,1882,2708,1607,1217,0,75
1344,295,1722,1323,1118,163,54
1412,549,2081,833,1413,8,68
1359,74,1122,926,735,1231,51
1389,1373,693,355,595,185,48
1403,1910,2050,512,975,828,26
1364,1967,1122,991,852,403,65
1405,144,1021,538,1126,0,47
1386,191,1864,1642,558,0,51
1395,197,1151,1884,1591,0,58
1421,1711,1610,712,1390,0,74
1417,321,1215,1791,1136,84,64
1354,468,2922,1901,1538,180,71
1359,2082,2467,1555,1424,426,74
1386,498,954,1002,792,701,49
1374,1597,1027,1200,762,1,29
1401,378,2548,1832,1030,0,67
1392,665,1057,1444,1547,383,82
1404,2441,1291,381,823,0,69
1426,230,1702,1213,1533,0,67
1353,874,2633,1806,982,1,69
1383,98,1023,1437,1351,0,64
1333,190,994,1173,895,0,39
1388,729,1783,1347,1153,53,60
1321,1479,1197,1242,1193,0,51
1387,1346,1003,1285,1667,0,55
703,789,3275,976,1075,83,73
1412,1065,1335,815,831,514,58
1319,295,1242,1131,1464,660,65
1397,455,2015,1668,817,26,56
1383,-11,1209,1462,754,0,41
1409,1146,3037,826,1104,90,60
1338,427,2867,1714,1051,203,63
1386,25,1729,1511,1636,0,57
1379,64,2142,399,616,254,52
1365,691,2346,431,1472,0,49
1421,1261,1341,1848,1187,0,66
1369,135,1443,1350,941,328,46
1378,78,1127,1606,840,0,48
708,370,2361,428,1018,0,60
1394,389,1165,1931,1808,0,51
1310,2107,1492,894,1138,541,53
1414,358,1900,321,608,457,50
1369,765,1706,1119,1266,651,36
700,751,3050,445,963,114,44
1314,1986,1403,1270,854,560,28
1398,-21,1711,1795,1012,0,67
666,168,3300,321,916,0,24
1378,22,3602,1209,1302,476,73
1393,684,1178,1702,1183,175,74
1331,1746,1831,1526,1104,188,78
1365,243,2398,1251,1273,0,38
1330,2019,1914,1360,516,250,69
1388,976,1546,1898,1515,0,59
1336,596,1302,994,755,1,44
1399,886,1639,1723,1026,0,65
1425,717,2149,1331,969,0,61
1412,999,1935,622,607,327,51
691,332,2543,517,718,0,34
1426,170,1998,576,1044,584,55
1389,74,1204,1237,1824,0,54
1418,2543,2346,1402,1191,0,67
1377,902,843,1300,1576,0,63
1344,791,2150,1761,843,423,48
1419,1272,1196,1700,1210,143,68
1419,609,1966,796,588,0,44
1354,1158,1739,1201,1322,212,57
1396,158,2059,1748,1367,245,78
1369,99,2072,1817,1235,42,74
1378,586,1817,1867,1641,265,59
1393,77,2575,1682,744,17,49
1417,698,1568,1107,1080,0,78
1351,1167,1810,1606,1803,67,61
1426,1926,1182,1176,1229,0,54
1334,912,1754,1232,951,9,35
972,95,2506,1272,947,0,32
1323,464,965,1210,729,0,50
1384,227,845,1481,764,511,36
1322,118,1069,1256,770,0,49
680,676,2980,480,1141,511,32
1387,123,1381,1380,1204,0,61
698,736,767,810,1243,11,38
1402,322,2889,1833,1667,93,84
676,209,1557,1245,998,0,28
1347,202,2799,1888,1838,246,59
1375,737,1304,1263,931,0,49
1358,255,1894,890,1154,33,49
1402,155,1609,1035,1121,10,54
677,355,3162,424,1284,0,29
1381,1706,1416,1841,787,35,50
1383,372,1294,1380,1188,0,64
1407,730,1189,1402,1074,0,75
1369,913,3893,470,1427,493,30
1377,390,829,850,1383,0,62
684,845,971,1064,894,647,46
1378,674,1074,1213,1507,0,52
1381,302,1016,1572,1140,0,73
1341,338,2070,1311,1230,64,65
1349,1749,1135,1072,782,0,43
1349,353,1852,349,1299,0,43
694,131,1773,1291,1200,0,65
1326,388,1126,1387,740,916,58
1399,203,2048,1830,1488,81,72
1160,1103,2238,1627,650,156,56
1432,2262,1345,1003,1405,0,50
1417,413,906,1378,1156,0,68
1355,623,775,800,1392,8,38
1361,296,1076,1016,1143,518,51
1413,2314,1743,1339,1204,0,76
1336,954,1741,1264,1581,91,61
1394,1268,2007,1731,1048,226,40
690,63,1743,1216,1365,0,34
1403,222,2768,722,1153,141,83
1401,61,2673,1830,1255,0,81
1386,280,1089,1261,892,217,37
706,129,1225,1364,775,259,55
1421,135,1830,1558,1249,1,67
1394,1946,2348,1854,1207,0,70
1401,500,1801,831,709,219,50
1389,1257,1864,612,1869,638,48
1405,2,2946,653,937,93,60
1399,509,1007,1078,647,968,67
1377,1761,1138,1525,814,319,40
1362,235,2645,1681,1203,0,62
1385,881,1070,973,1013,0,67
1396,371,2704,1738,891,0,42
1332,786,1109,1109,929,0,52
1408,319,2701,484,918,0,28
1403,2513,2370,667,940,0,39
1393,717,1723,1703,963,0,50
1391,875,1400,640,614,725,50
1361,289,1729,1278,1163,425,57
693,321,3245,506,950,0,46
1384,856,1563,1289,925,0,53
1401,1538,2227,1566,953,0,50
1390,1053,991,1590,1098,0,59
1373,2693,770,443,819,581,58
1394,2404,1489,1610,837,0,55
1361,33,2219,1076,1015,528,34
1376,1791,2571,1145,1196,0,78
1402,16,1306,1797,964,0,46
1402,1304,1569,1624,913,0,66
1364,1021,1726,1082,835,0,31
1341,189,1018,825,1619,0,48
1380,965,2592,1616,990,0,67
1410,28,1923,1089,680,332,51
1370,307,1037,1463,814,0,40
1417,846,1589,781,625,422,30
1309,175,1490,479,788,968,48
1427,664,2667,1783,1001,0,69
1420,1111,2261,1792,1748,0,63
1362,993,980,646,745,546,29
696,109,2143,1235,1206,465,54
1328,412,1913,999,1080,631,35
701,856,1834,1682,1484,109,76
1411,824,1840,603,589,489,49
1401,293,1564,929,692,736,48
1394,1392,1415,566,1705,0,51
1356,386,1507,1588,538,1016,56
1411,1502,2368,1090,1611,0,73
1394,1105,1336,1505,2357,0,63
1391,1199,2281,703,974,151,79
1336,1002,2023,960,1038,442,39
1344,105,1731,1115,606,317,54
1371,941,2048,1818,1287,10,71
1421,209,1604,627,709,375,49
1386,1568,1641,1003,1024,0,68
1382,213,1304,1663,878,0,52
1395,2336,2642,837,1045,0,62
1394,1995,1123,1922,1746,343,67
1425,1896,1265,1647,1453,0,69
1410,121,1564,1353,1412,0,71
1385,215,1298,1472,1327,544,77
1425,2547,1072,759,480,0,54
1349,1094,2420,1496,749,227,58
1420,29,1480,1302,1443,0,70
1363,313,1405,1327,908,360,53
1364,98,2178,1092,1000,0,37
1410,1348,1883,1668,1316,298,56
1392,277,2198,470,778,3,55
1352,68,1777,1277,1232,358,42
1417,1578,911,1443,1233,0,67
1390,1089,920,1833,1527,57,59
1358,384,1186,1273,1209,219,55
1371,79,1252,1673,1213,110,61
1366,269,1134,1514,756,320,37
1427,451,1278,1901,1350,317,66
1366,314,2208,1116,883,0,55
1320,26,1531,1334,950,5,50
1324,66,1772,1310,1329,437,70
1386,488,2419,1709,892,0,42
1421,1498,1655,1062,1623,0,72
1424,888,1844,1801,1275,87,63
671,-2,3076,1314,1604,631,40
1347,16,2322,928,1704,362,46
1304,60,1572,1090,775,610,44
1392,674,1842,1561,1296,25,85
1430,418,1263,1772,1655,0,60
705,461,3095,1122,1125,0,70
1374,634,1713,1394,940,0,57
1413,775,1999,363,660,50,48
1334,1000,1740,975,1174,638,43
1397,492,1210,1002,1357,0,52
1393,1420,1201,1045,1351,0,60
1412,821,1337,794,589,0,56
1391,566,1912,1058,1108,629,53
1373,-3,2010,1500,1321,507,74
1383,208,2631,593,1437,0,40
1420,80,1416,647,489,813,50
1390,1888,1450,1038,1153,0,69
1399,432,1699,1304,1178,0,56
695,400,1966,344,725,740,30
1284,376,1957,1339,1369,672,59
1422,296,1427,1644,1439,0,76
1361,2409,2537,864,786,105,34
672,370,3588,456,1216,6,24
692,1374,2411,1182,1170,617,41
1423,1741,429,1175,829,0,64
1400,1667,1424,1541,961,372,47
1394,668,1239,1319,905,43,51
1381,142,1909,1307,1358,0,61
1429,963,728,981,1243,0,51
1396,375,2639,665,606,0,32
1393,118,1448,1631,801,0,48
685,313,3312,1300,1478,519,33
1425,353,1926,2049,1829,0,66
681,58,3870,511,1907,110,33
1425,1634,1832,1952,1483,20,71
1327,266,1754,843,916,0,41
1395,2345,1976,1122,1209,196,62
1392,587,2278,1791,1012,0,58
702,262,2274,1338,1484,0,52
1401,-7,1815,1842,1063,0,69
690,443,2184,1219,1425,644,57
1311,1194,1907,1735,1073,118,56
1379,856,1856,938,1069,36,40
1422,47,2276,705,982,376,78
1401,274,2801,976,1612,99,76
1393,2708,1364,1375,1097,451,66
1399,559,3308,1827,1075,0,69
694,762,3242,555,967,0,39
1398,2708,2066,1536,954,0,67
1387,2262,1165,1098,1042,0,72
1351,768,1270,1059,926,0,32
1398,360,1961,914,650,84,48
694,123,2281,1256,1193,151,72
1336,35,1866,1299,860,428,65
1384,296,1717,2003,2112,371,60
828,610,2009,1295,1681,448,41
1415,426,1730,2043,1814,77,68
1405,392,1955,612,599,228,50
1402,535,1474,888,1146,0,73
